review,stemmed_review,login_verifikasi_1,login_verifikasi_2,login_verifikasi_3,final_login_verifikasi,efisiensi_1,efisiensi_2,efisiensi_3,final_efisiensi,layanan_pengguna_1,layanan_pengguna_2,layanan_pengguna_3,final_layanan_pengguna,responsivitas_1,responsivitas_2,responsivitas_3,final_responsivitas
Aplikasi sangat bagus dan sangat membantu,"['bagus', 'bantu']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Pelayanan sudah bagus. Hanya sy lupa password. Disuruh ke laman link hppts://oauth/privy.id/password/new. Tp sy tdk tau caranya,"['layan', 'bagus', 'lupa', 'password', 'suruh', 'laman', 'link', 'hpptsoauthprivyidpasswordnew', 'tau']",0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0
Cara daftar mudah n tidak berbelit2,"['daftar', 'mudah', 'n', 'belit']",2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"Wah aplikasi sangat membantu sekali, apalagi disaat pandemi sperti ini, perlu untuk ttd hanya lewat aplikasi privyid aja , aplikasi sangat membantu sekali","['bantu', 'saat', 'pandemi', 'ttd', 'bantu']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Saya juga tidak bisa masuk ke aplikasi ini. Yasudh lah klw begitu.,"['masuk', 'yasudh']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Aplikasi bagus dan bermanfaat,"['bagus', 'manfaat']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Aplikasi yang sangat memudahkan dalam masa masa WFH 👍,"['mudah', 'wfh']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Pngjuan slnjut,a harus tndatngan ekektronik dan mesti ngedonlod tp knp susah yaa...???","['pngjuan', 'slnjuta', 'tndatngan', 'ekektronik', 'mesti', 'ngedonlod', 'susah', 'ya']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Sangat membantu disaat situasi seperti ini.. terimakasih,"['bantu', 'saat', 'situasi', 'terimakasih']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Aplikasinya sangat membantu sekali dan mudah digunakan,"['aplikasi', 'bantu', 'mudah']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Urusan legal beres sekejap....good apps,"['urus', 'legal', 'beres', 'sekejapgood', 'apps']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Aplikasi privyid sangat bagus membantu setiap perusahaan mengurus legalitas dan dokumen2 penting lainnya apalagi di era sekarang ini Thanks privyid,"['bagus', 'bantu', 'usaha', 'urus', 'legalitas', 'dokumen', 'era', 'thanks']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Apk ga jelas,",['apk'],0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"Tolong lebih di permudah, terlalu ribet ini itu banyak nunggunya, susah masuk..","['tolong', 'mudah', 'ribet', 'nunggunya', 'susah', 'masuk']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mau daftar aja ga bisa tolong panduannya..,"['daftar', 'tolong', 'pandu']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mantap sangat membantu sekali,"['mantap', 'bantu']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Kenapa saya tidak bisa bisa download apk ini? Sudah selesai didownload malah kembali lagi ke awal. Dan saya udah coba berulang kali tetap hasil yang sama. Kendalanya apa yah? Bisa tolong dibantu?,"['download', 'apk', 'selesai', 'didownload', 'coba', 'ulang', 'kali', 'hasil', 'kendala', 'ya', 'tolong', 'bantu']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"Mohon maaf min,ini kenapa saya udah terdaftar?padahal blom pernah daftar,trus pas udah aku klik lupa sandi,udah dapet email masuk,udah ganti password tapi tetep aja gabisa,kudu piye iki min?","['mohon', 'maaf', 'min', 'terdaftarpadahal', 'daftartrus', 'pas', 'klik', 'lupa', 'sandiudah', 'email', 'masukudah', 'ganti', 'password', 'gabisakudu', 'piye', 'iki', 'min']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Terima kasih atas pelayanannya cepat dan ramah,"['terima', 'kasih', 'layan', 'cepat', 'ramah']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
"Susah banget buat pemula,,, responnya lama banget mau chat online 😭😭😭","['susah', 'banget', 'mula', 'responnya', 'banget', 'chat', 'online']",0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
Aplikasi apaan susah banget ribet,"['susah', 'banget', 'ribet']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Kok ga bisa daftar,['daftar'],1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sering minta update,['update'],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"Bintang satu aja dulu Livenes timet out teruuuus sebeel,saya ini kaya di permainkan,tolong jelaskan bagaimana carabyang bener,sungguh membuat tidak nyaman","['bintang', 'livenes', 'timet', 'out', 'teruuuus', 'sebeelsaya', 'kayak', 'permainkantolong', 'carabyang', 'benersungguh', 'nyaman']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
"saya kasih buntang 5, tolong dong di permudah nginstalnya","['kasih', 'buntang', 'tolong', 'mudah', 'nginstalnya']",0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2
Manatap layanan live chat nya😘😘,"['manatap', 'layan', 'live', 'chat', 'nya']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
Atas bantuannya arahannya saya sangat puas,"['bantu', 'arah', 'puas']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
Registrasi sudah tapi blm bisa tandatangan kontrak,"['registrasi', 'tandatangan', 'kontrak']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Ko saya ga bisa download ya..,"['download', 'ya']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
bagus banget choy,"['bagus', 'banget', 'choy']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Aplikasi nya susah bnget di buka,"['nya', 'susah', 'banget', 'buka']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Aplikasi gak jelas,[],0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
APLIKASI GAK JELAS. UDAH DAFTAR. GAK BISA MASUK. HAPUS AJA DARI PLAYSTORE. GAK GUNA. RUGI KUOTA DOWNLOAD APLIKASI INI. BALIKIN KUOTA GW NJNG,"['daftar', 'masuk', 'hapus', 'playstore', 'rugi', 'kuota', 'download', 'balikin', 'kuota', 'gue', 'njng']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Susah amat bgt ya masuk utk pemula.. Udah foto ktp blm on2 jg balik lagi ke awal hadehhhh....,"['susah', 'banget', 'ya', 'masuk', 'mula', 'foto', 'ktp', 'on', 'hadehhhh']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Mau ganti nomer telfon tidak pernah bisa, tolong dibabtu","['ganti', 'nomer', 'telfon', 'tolong', 'dibabtu']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Aplikasi login susah ganti password muter muter susah,"['login', 'susah', 'ganti', 'password', 'muter', 'muter', 'susah']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Daftar nya ribet aplikasi tidak responsif , kirim foto berulang ulang tidak berhasil juga","['daftar', 'nya', 'ribet', 'responsif', 'kirim', 'foto', 'ulang', 'ulang', 'hasil']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
"susah bgt untuk No TTd nya, pdhal sudah fhoto KTP dan Fhoto.swa.. ttep loading lama.. ga kelar2","['susah', 'banget', 'no', 'ttd', 'nya', 'foto', 'ktp', 'fhotoswa', 'loading', 'kelar']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
gak bisa masuk,['masuk'],1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kenapa lama ya,['ya'],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
gak bsa digunakan....ini akun sangat mengecewakan...,"['digunakanini', 'akun', 'kecewa']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"Di download masa di ulang2....easy Cass sudah bagus,gara2 ada tanda tangan harus lewat privyid,yg sangat ribet...liat aja easy Cass ga bakal ada peminat'y lagi.... Ini juga penilaian bos...biar easy Cass bisa berkembang","['download', 'ulangeasy', 'cass', 'bagusgara', 'tanda', 'tangan', 'privyidyg', 'ribetliat', 'easy', 'cass', 'peminaty', 'nilai', 'bosbiar', 'easy', 'cass', 'kembang']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"Aplikasi sampah. Masukin password dari mana?? Confirm new password malah rejected. Buat database yang bagus dulu, baru launching. Rekrut programmer beneran, jangan programmer yang hanya modal ijazah tinggi doang.!!","['sampah', 'pasuk', 'password', 'confirm', 'new', 'password', 'rejected', 'database', 'bagus', 'launching', 'rekrut', 'programmer', 'benar', 'programmer', 'modal', 'ijazah', 'doang']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Aplikasi apa ini Saya sudah instal kenapa harus di minta instal lagi Sdh lama tambah lama lagi Aplikasi babingung,"['instal', 'instal', 'babingung']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"Maaf tolong di Bantu buat bisa buka Aplikasi, Saya sudah daftar sudah foto ktp, nomer Nik, Tanggal lahir Kok tetep go bisa masuk","['maaf', 'tolong', 'bantu', 'buka', 'daftar', 'foto', 'ktp', 'nomer', 'nik', 'tanggal', 'lahir', 'go', 'masuk']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Payah..sudah coba beberapa kali gak dikirim juga no paswordnya anjay,"['payahsudah', 'coba', 'kali', 'kirim', 'no', 'paswordnya', 'anjay']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Terimaksih buat privyID pelayanan sangat bagus,"['terima kasih', 'layan', 'bagus']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
Ni maksudnya apa ferifikasi beberapa menit. Dh satu jam g ada ferifikasi. Klo g niat buat aplikasi g usah di buat buat orang emosi aja,"['nih', 'maksud', 'ferifikasi', 'menit', 'dah', 'jam', 'ferifikasi', 'kalo', 'niat', 'orang', 'emosi']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mantap.!!! Sangat membantu,"['mantap', 'bantu']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Belum daftar sudah di suruh update,"['daftar', 'suruh', 'update']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"helpdesk nya lama banget, kenapa sih, udah tau orang lagi butuh mau ganti no hp aja susah nya ya ampun","['helpdesk', 'nya', 'banget', 'sih', 'tau', 'orang', 'butuh', 'ganti', 'no', 'hp', 'susah', 'nya', 'ya', 'ampun']",0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0
Aplikasi tidak bisa di instal,['instal'],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Layanan nya bagus,"['layan', 'nya', 'bagus']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
"Aplikasinya untuk pemula sangat sulit tidak di berikan cara cara otomatis untuk melanjutkanya,,,,masih kurang efektif aplikasi ini","['aplikasi', 'mula', 'sulit', 'otomatis', 'melanjutkanyamasih', 'efektif']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Daftar katanya udah terdaftar.lupa pasword sama akun .sudah masukin email untuk kirim link sampai lbh dr 5x gak ada link yg masuk ke email??? Trs aq kudu piye,"['daftar', 'terdaftarlupa', 'pasword', 'akun', 'pasuk', 'email', 'kirim', 'link', 'kali', 'link', 'masuk', 'email', 'kudu', 'piye']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Apa apaan ini????? Tidak bisa log in...,['log'],1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Live chat lama banget,"['live', 'chat', 'banget']",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Saya sudah setengah jam menunggu verifikasi untuk melanjutkan masuk. Tapi belum ada info selanjut nya. Mohon di bantu,"['jam', 'tunggu', 'verifikasi', 'lanjut', 'masuk', 'info', 'lanjut', 'nya', 'mohon', 'bantu']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kenapa kok sulit sekali menggunakan aplikasi ini ya sudah lah di suruh melakukan login tapi tidak bisa masuk sama sekali dan cs nya pun tidak sama sekali merespon kita aneh sekali ini aplikasi,"['sulit', 'ya', 'suruh', 'login', 'masuk', 'cs', 'nya', 'merespon', 'aneh']",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"Gmna mau daftar no otp ga ada masuk ke SMS gamna si ga jls amat berkali""","['daftar', 'no', 'otp', 'masuk', 'sms', 'gamna', 'sih', 'jls', 'kali']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hallo kenapa susah sekali untuk masuk dan mendaftar,"['halo', 'susah', 'masuk', 'daftar']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sebelumnya saya belum buat privyID..saya mencoba daftar tapi kok tercantum NIK saya sudaah terdaftar.bagaimana solusi nya.,"['privyidsaya', 'coba', 'daftar', 'cantum', 'nik', 'sudaah', 'terdaftarbagaimana', 'solusi', 'nya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Apps nya ancur reset pasword gk bs dr jam 9 pagi sampi jam 3 sore gk bs reset,"['apps', 'nya', 'hancur', 'reset', 'pasword', 'jam', 'pagi', 'sampi', 'jam', 'sore', 'reset']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Saya daftar akun privyid saja tidak ada yang ngerespon. Saya lagi butuh tanda tangan elektronik kak. Tolonglah,"['daftar', 'akun', 'respons', 'butuh', 'tanda', 'tangan', 'elektronik', 'kak', 'tolong']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Susah bgt dpt OTP nya,"['susah', 'banget', 'otp', 'nya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Aneh Kode otp itu muncul dan masuk secara otomatis Tapi kode otp tetep aja salah dan terus salah,"['aneh', 'kode', 'otp', 'muncul', 'masuk', 'otomatis', 'kode', 'otp', 'salah', 'salah']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Nomor sudah benar, tapi tak dapat kode otp, padahal sudah di coba berulang ulang","['nomor', 'kode', 'otp', 'coba', 'ulang', 'ulang']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Cepat dan akurat,"['cepat', 'akurat']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Pelayanan nya cepat dan ramah,"['layan', 'nya', 'cepat', 'ramah']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
ko susah login ya...pdh id udah ada gimana ne....para suhu yg udah pengalaman app inii...bagi donk ...,"['susah', 'login', 'yapdh', 'id', 'nepara', 'suhu', 'alam', 'app', 'iniibagi']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Verifikasi nya lama banget. Ya elah,"['verifikasi', 'nya', 'banget', 'ya', 'elah']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gak bisa buat akun privy ID, udh fotoin KTP , pake live chat tapi loading terus. Jadi urusannya gak kelar-kelar. Mohon bantuannya","['akun', 'id', 'foto', 'ktp', 'pakai', 'live', 'chat', 'loading', 'urus', 'kelarkelar', 'mohon', 'bantu']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Saya Menerima Privyid tapi GK menerima Password nya ,, sudah Di coba berulang Kali tetap saja Eror","['terima', 'terima', 'password', 'nya', 'coba', 'ulang', 'kali', 'eror']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Aplikasi busuk. Mau daftar aja tdk ada agen di dalam nya. Hapus aja dari PLAYSTORE. Aplikasi blm siap kayak gini.,"['busuk', 'daftar', 'agen', 'nya', 'hapus', 'playstore', 'kayak']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
kok ga bisa d download sih,"['download', 'sih']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Udah 3 kali instal balik lgi ke 0 knpa sih,"['kali', 'instal', 'sih']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Kenapa gagal terus di instal,"['gagal', 'instal']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
g bisa atur ulang password,"['atur', 'ulang', 'password']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bagus saya suka,"['bagus', 'suka']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Saya udh beberapa kali sent email buat paswrod atau id gak dikirim2 ini gimana ya, susah bgt deh","['kali', 'sent', 'email', 'paswrod', 'id', 'kirim', 'ya', 'susah', 'banget', 'deh']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bagaimana saya bisa tanda tangan kalo saya tidak bisa masuk aplikasinya,"['tanda', 'tangan', 'kalo', 'masuk', 'aplikasi']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Aplikasi nya susah bnget buat pemula.. Awalnya selalu di suruh mengaktifkan outentikasi biometrik.. chat ke pelayanan nya gak ada yg bisa respon dengar cepat.. Sekarang malah mau log in gak bisa udh ganti password malah invalid Mulu.. Coba tolong di proses data saya,"['nya', 'susah', 'banget', 'mula', 'suruh', 'aktif', 'outentikasi', 'biometrik', 'chat', 'layan', 'nya', 'respon', 'dengar', 'cepat', 'log', 'ganti', 'password', 'invalid', 'mulu', 'coba', 'tolong', 'proses', 'data']",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
Aplikasi yang sangat memudahkan dalam hal administrasi digital,"['mudah', 'administrasi', 'digital']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Saya tidak bisa mendownlod mohon bantuannya,"['mendownlod', 'mohon', 'bantu']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Gimana saya mau kasih bintang 5 nomor akun saya saja blm jelas...tolong penjelasannya ya sudah live chat tapi blm ada balesan juga,"['kasih', 'bintang', 'nomor', 'akun', 'jelastolong', 'jelas', 'ya', 'live', 'chat', 'balesan']",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"terlalu memakan waktu lama di proses verifikasi, tolong diperbaiki","['makan', 'proses', 'verifikasi', 'tolong', 'baik']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kode nya d kirim lewat emai..tapi email nya g pernah ada,"['kode', 'nya', 'kirim', 'emaitapi', 'email', 'nya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Nunggu verif email g kunjung dikirim2. Pdhl lg urgent,"['tunggu', 'verif', 'email', 'kunjung', 'kirim', 'urgent']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Terlalu ribet bbra kali memasukan pasword sllu tidak bisa,"['ribet', 'bbra', 'kali', 'pasu', 'pasword']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Parah pemulihan untuk lupa akun & pasword ada fitur untuk dikirim ke email, tapi ga masuk² emailnya, fitur live chat berjam² loading ga masuk²","['parah', 'pulih', 'lupa', 'akun', 'pasword', 'fitur', 'kirim', 'email', 'masuk', 'email', 'fitur', 'live', 'chat', 'jam', 'loading', 'masuk']",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"Sebenarnya bisa di download apa tidak sih... Di coba beberapa Kali kok ndak bisa"" di instal","['download', 'sih', 'coba', 'kali', 'indak', 'instal']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"Untuk cs yang terhormat, mohon bantuan nya saya tidak bisa menaruh tanda tangan saya, di aplikasi tersebut bilang nya ""tanda tangan belum di goreskan"" Tapi tidak ada tempat untuk tanda tangan, mohon bantuan secepatnya","['cs', 'hormat', 'mohon', 'bantu', 'nya', 'taruh', 'tanda', 'tangan', 'bilang', 'nya', 'tanda', 'tangan', 'gores', 'tanda', 'tangan', 'mohon', 'bantu', 'cepat']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Sayya mw ngajuin pinjamn sruh masukin priivy id..dh dwnload..kirrain simple..ehhhh malahh puyyeng..lg butuh dana jg..,"['sayya', 'aju', 'pinjamn', 'sruh', 'pasuk', 'priivy', 'iddh', 'dwnloadkirrain', 'simpleehhhh', 'malahh', 'puyyenglg', 'butuh', 'dana']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Gak bisa bikin tanda tangan gimana ini,"['bikin', 'tanda', 'tangan']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"Saya lupa password, tapi kenapa gk dapet2 email buat prubahan password, udah nunggu berjam jam sampek ngulang ngulang terus","['lupa', 'password', 'email', 'prubahan', 'password', 'tunggu', 'jam', 'jam', 'ngulang', 'ngulang']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
kenapa saya diminta memasukan paswort sedangkan saya belum mebuat paswort trs paswort apa yg harus saya masukan,"['pasu', 'paswort', 'mebuat', 'paswort', 'paswort', 'masuk']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Saya sudah bikin aplikasinya, td kok verifikasnya lewat email kok gak ada. Sudah berjam jam saya tunggu Karena pengajuan harus pakai tanda tangan.","['bikin', 'aplikasi', 'verifikasnya', 'email', 'jam', 'jam', 'tunggu', 'aju', 'pakai', 'tanda', 'tangan']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ribet... mau vermuk aja susah gak tau verifikasi yg lain nya,"['ribet', 'vermuk', 'susah', 'tau', 'verifikasi', 'nya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Membingungkan.. muter2 mau daftar,"['bingung', 'muter', 'daftar']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Saya bikin sandi tidak di terima terus,"['bikin', 'sandi', 'terima']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ribet, dari kemaren saya daftar belum bisa","['ribet', 'kemarin', 'daftar']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mudah dan bisa dipercaya,"['mudah', 'percaya']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Aplikasi nya buruk.. Live chat nya lama banget sampe 3 jam,"['nya', 'buruk', 'live', 'chat', 'nya', 'banget', 'jam']",0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
Susah amat di download nya,"['susah', 'download', 'nya']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Sangat membantu menjaga ID.,"['bantu', 'jaga', 'id']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Bagaimana saya mendapatkan kata sandi?..d email GX ada respon atau GX bisa ..saya coba ulang LG..selalu begitu😞..saya coba cari panduan d chrom ttp muter muter...hmmm,"['sandid', 'email', 'respon', 'coba', 'ulang', 'lgselalu', 'begitusaya', 'coba', 'cari', 'pandu', 'chrom', 'muter', 'muterhmmm']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kenapa di download aja tidak bisa dilakukan... adun aplikasi kalian.. buang2 waktu kita aja,"['download', 'adun', 'buang']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Pelayanannya sangat memuaskan,"['layan', 'muas']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
Respon yang sangat baik.. terimakasih...,"['respon', 'terimakasih']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
"MAU DAFTAR TPI DITULIS UDH TERDAFTAR, MALAH EMAIL BLM MASUK LAGI, JADI SUSAH KAN","['daftar', 'tulis', 'daftar', 'email', 'masuk', 'susah']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Payah,,ancur nie aplikasi.mo login gagal mulu","['payahancur', 'aplikasimo', 'login', 'gagal', 'mulu']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kenapa proses verifikasi user nya lama sekali. Disitu tertulis hanya beberapa menit. Tapi ini sudah lewat 1 jam. Mohon di respon secepatnya,"['proses', 'verifikasi', 'user', 'nya', 'situ', 'tulis', 'menit', 'jam', 'mohon', 'respon', 'cepat']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Proses nya mudah,"['proses', 'nya', 'mudah']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Sumpah bagus sekali,"['sumpah', 'bagus']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Aplikasi yang bagus.. Performance mantap,"['bagus', 'performance', 'mantap']",0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2
Pelayanannya sangat baik..,['layan'],0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
Apalah...disuruh live chat tp gx ada respon. Aplikasi macam apa ini,"['apalahdisuruh', 'live', 'chat', 'respon']",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
susah banget muter2 ga jelas nih aplikasi,"['susah', 'banget', 'muter', 'nih']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Kren jaman makin canggih aj dgn ini kita bisa mudah,"['keren', 'jaman', 'canggih', 'mudah']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Terlalu ribet buat pemula...mohon di permudah masuk ny agar aplikasi ini tidak saya hapus...,"['ribet', 'pemulamohon', 'mudah', 'masuk', 'nya', 'hapus']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Parah..aplikasi bikin pusing...sya uninstall deh,"['parahaplikasi', 'bikin', 'pusingsya', 'uninstall', 'deh']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Bagus dan proses cepat,"['bagus', 'proses', 'cepat']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Sudah registrasi...namun di email Bel um masuk...di spam jg ga ada,"['registrasinamun', 'email', 'bel', 'um', 'masukdi', 'spam']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
saya juga ngga bisa login padahal udh masukin akun tapi gak bisa-bisa,"['login', 'pasuk', 'akun', 'bisabisa']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Mhon penjelasan nya ,ktanya kode atw link sudah dkirim ke email,tp d email tdak ada pesan masuk..... Dati pagi gak bisa bisaa...","['mhon', 'jelas', 'nya', 'kode', 'link', 'dkirim', 'emailtp', 'email', 'pesan', 'masuk', 'dati', 'pagi']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ngapain sih nama id masuk nya harus dari kalian. Emang gua bisa hapal. Janga di buat ribet harusnya kalau mau masuknya. Biar pngguna sendiri aja yang buat nama akun id nya,"['kapai', 'sih', 'nama', 'id', 'masuk', 'nya', 'gua', 'hapal', 'janga', 'ribet', 'masuk', 'biar', 'pngguna', 'nama', 'akun', 'id', 'nya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Terima kasih saya sdh dibantu dgn mudah dan dpt dimengerti,"['terima', 'kasih', 'bantu', 'mudah', 'erti']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
Mau daftar malah disuruh chat obrolan langsung malah nunggunya lama gak ada respon,"['daftar', 'suruh', 'chat', 'obrol', 'langsung', 'nunggunya', 'respon']",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
Sangat Puas dan sangat membantu,"['puas', 'bantu']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
G bisa tambah dokumen ktp susah buat masuky,"['dokumen', 'ktp', 'susah', 'masuky']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
